sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"His imagination may raise the idol of his heart,
unblamed, above humanity; and happy would it be for women, if they
were only flattered by the men who loved them; I mean, who love the
individual, not the sex; but should a grave preacher interlard his
discourses with such fooleries?",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_081,curiosity,curiosity
"Not allowing them understanding, however, it was but consistent to
subject them to authority, independent of reason; and to prepare
them for this subjection, he gives the following advice: ""Girls ought to be active and diligent; nor is that all; they
should also be early subjected to restraint.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_067,neutral,neutral
"The
sensualist, indeed, has been the most dangerous of tyrants, and
women have been duped by their lovers, as princes by their
ministers, whilst dreaming that they reigned over them.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_016,neutral,neutral
"Women, I argue from analogy, are degraded by the same
propensity to enjoy the present moment; and, at last, despise the
freedom which they have not sufficient virtue to struggle to
attain.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_041,neutral,neutral
"But it is vain to expect the present race of weak mothers either to
take that reasonable care of a child's body, which is necessary to
lay the foundation of a good constitution, supposing that it do not
suffer for the sins of its fathers; or to manage its temper so
judiciously that the child will not have, as it grows up, to throw
off all that its mother, its first instructor, directly or
indirectly taught, and unless the mind have uncommon vigour,
womanish follies will stick to the character throughout life.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_158,neutral,neutral
"I lament that women are systematically degraded by receiving the
trivial attentions, which men think it manly to pay to the sex,
when, in fact, they are insultingly supporting their own
superiority.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_045,sadness,sadness
"If marriage be the cement of
society, mankind should all be educated after the same model, or
the intercourse of the sexes will never deserve the name of
fellowship, nor will women ever fulfil the peculiar duties of their
sex, till they become enlightened citizens, till they become free,
by being enabled to earn their own subsistence, independent of men;
in the same manner, I mean, to prevent misconstruction, as one man
is independent of another.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_146,neutral,neutral
"""It would be needless to caution you
against putting your hand, by chance, under your neck-handkerchief;
for a modest woman never did so!"")",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_110,neutral,neutral
"The human mind is built of
nobler materials than to be so easily corrupted; and with all their
disadvantages of situation and education, women seldom become
entirely abandoned till they are thrown into a state of
desperation, by the venomous rancour of their own sex.""",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_119,neutral,neutral
"But in order to render their private virtue a public
benefit, they must have a civil existence in the state, married or
single; else we shall continually see some worthy woman, whose
sensibility has been rendered painfully acute by undeserved
contempt, droop like ""the lily broken down by a plough share.""",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_130,neutral,neutral
"Oppression thus formed many of the features of their
character perfectly to coincide with that of the oppressed half of
mankind; for is it not notorious, that dissenters were like women,
fond of deliberating together, and asking advice of each other,
till by a complication of little contrivances, some little end was
brought about?",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_173,neutral,neutral
"This loose behaviour shows such
habitual depravity, such weakness of mind, that it is vain to
expect much public or private virtue, till both men and women grow
more modest--till men, curbing a sensual fondness for the sex, or
an affectation of manly assurance, more properly speaking,
impudence, treat each other with respect--unless appetite or
passion gives the tone, peculiar to it, to their behaviour.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_108,neutral,neutral
"How should she discern what is proper for
them?",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_074,curiosity,curiosity
"Men and women must be educated, in
a great degree, by the opinions and manners of the society they
live in.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_013,neutral,neutral
"Milton, I grant, was of a very different
opinion; for he only bends to the indefeasible right of beauty,
though it would be difficult to render two passages, which I now
mean to contrast, consistent: but into similar inconsistencies are
great men often led by their senses:-- ""To whom thus Eve with perfect beauty adorned:
My author and disposer, what thou bidst
Unargued I obey; so God ordains;
God is thy law, thou mine; to know no more
Is woman's happiest knowledge and her praise.""",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_012,neutral,neutral
"his authority and her sex, ever stand between them and
rational converse.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_044,neutral,neutral
"Even the restraint she lays them under, if well
directed, will increase their affection, instead of lessening it;
because a state of dependence being natural to the sex, they
perceive themselves formed for obedience.""",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_068,neutral,neutral
"For every where does she inculcate not only BLIND
submission to parents; but to the opinion of the world.*",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_089,neutral,neutral
"But women are very differently situated with respect to
each other--for they are all rivals.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_167,neutral,neutral
"He will
not, when he treats of the education of women, assert, that they
ought never to have the free use of reason, nor would he recommend
cunning and dissimulation to beings who are acquiring, in like
manner as himself, the virtues of humanity.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_026,neutral,neutral
"I now allude to that part of Dr. Gregory's treatise, where he
advises a wife never to let her husband know the extent of her
sensibility or affection.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_021,neutral,neutral
"With respect to them,
it is equally proper to ask women a few questions.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_161,approval,approval
"And this
would almost always be the consequence, if the female mind was more
enlarged; for, it seems to be the common dispensation of
Providence, that what we gain in present enjoyment should be
deducted from the treasure of life, experience; and that when we
are gathering the flowers of the day and revelling in pleasure, the
solid fruit of toil and wisdom should not be caught at the same
time.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_022,neutral,neutral
"I wish to see women neither heroines
nor brutes; but reasonable creatures.) who, from having received a
masculine education, have acquired courage and resolution; I only
contend that the men who have been placed in similar situations
have acquired a similar character, I speak of bodies of men, and
that men of genius and talents have started out of a class, in
which women have never yet been placed.",A Vindication of the Rights of Woman,Mary Wollstonecraft,1792,MW_064,desire,desire
