sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
"The vision of her own personality, of herself as a real everlasting
thing, different from anything else, unmergeable, like the sea or the
wind, flashed into Rachel’s mind, and she became profoundly excited at
the thought of living.",The Voyage Out,Virginia Woolf,1915,VW_055,joy,38
"“True,” said Willoughby when she had done.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,7
"I agreed because
she wished it.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,6
"Still, it’s kept her
happy, and we lead a very quiet life at Richmond.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,14
"I should like her to
begin to see more people.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,10
"I want to take her about with me when I get
home.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,12
"I’m beginning to realise,” he continued, stretching
himself out, “that all this is tending to Parliament, Helen.",The Voyage Out,Virginia Woolf,1915,VW_057,surprise,17
"In that case, of course, I should want Rachel to be
able to take more part in things.",The Voyage Out,Virginia Woolf,1915,VW_057,joy,18
"She could not help laughing at the
notion of it—Rachel a Tory hostess!—and marvelling as she left him at
the astonishing ignorance of a father.",The Voyage Out,Virginia Woolf,1915,VW_058,joy,25
"That feeling seemed
genuine too, but in the end Helen prevailed, although when she had won
her case she was beset by doubts, and more than once regretted the
impulse which had entangled her with the fortunes of another human
being.",The Voyage Out,Virginia Woolf,1915,VW_058,sadness,41
"Still, an uneasy suspicion lurked in her mind that
William was hiding a wound.",The Voyage Out,Virginia Woolf,1915,VW_063,fear,14
"Also she could not help feeling it sad that
friendships should end thus, although in this case to have the room
empty was something of a comfort, and she tried to console herself with
the reflection that one never knows how far other people feel the
things they might be supposed to feel.",The Voyage Out,Virginia Woolf,1915,VW_063,sadness,53
"I have taken it upon myself to enlighten her, and now, though still a
good deal prejudiced and liable to exaggerate, she is more or less a
reasonable human being.",The Voyage Out,Virginia Woolf,1915,VW_065,joy,30
"I now pray for a young man to come to my help; some one, I
mean, who would talk to her openly, and prove how absurd most of her
ideas about life are.",The Voyage Out,Virginia Woolf,1915,VW_065,joy,33
"Unluckily such men seem almost as rare as the
women.",The Voyage Out,Virginia Woolf,1915,VW_065,sadness,10
"“Then we may hope for some letters and send ours back,” said Helen.",The Voyage Out,Virginia Woolf,1915,VW_066,joy,13
"the plump young woman cried, as she missed her
stroke.",The Voyage Out,Virginia Woolf,1915,VW_068,sadness,10
"“They’ll get some one else to take my place,” she said cheerfully.",The Voyage Out,Virginia Woolf,1915,VW_069,joy,12
"Was it Susan
Warrington tapping?",The Voyage Out,Virginia Woolf,1915,VW_070,surprise,5
"The hour of
confidences was often a sad one, and she had been known to jump into
bed, treating her hair unkindly, feeling herself overlooked by life in
comparison with others.",The Voyage Out,Virginia Woolf,1915,VW_071,sadness,31
"A party of old women excites you
still as though you were three.”",The Voyage Out,Virginia Woolf,1915,VW_073,joy,13
"“Mrs. Paley _will_ enjoy herself,” said Hirst.",The Voyage Out,Virginia Woolf,1915,VW_075,joy,7
"“It’s one of the
saddest things I know—the way elderly ladies cease to read poetry.",The Voyage Out,Virginia Woolf,1915,VW_075,sadness,15
"“I’m going to try to get Aunt Emma out into the town,” said Susan.",The Voyage Out,Virginia Woolf,1915,VW_076,joy,14
"“I always envy any one who lives in such an excessively flat country,”
she remarked.",The Voyage Out,Virginia Woolf,1915,VW_076,joy,15
"“I’m afraid you can’t be very happy here then, Miss Allan,” said Susan.",The Voyage Out,Virginia Woolf,1915,VW_076,fear,13
"She had
gone through dreadful sorrows.",The Voyage Out,Virginia Woolf,1915,VW_077,sadness,6
"“I did not realise that I was monopolising the paper,” said Miss Allan,
coming up to them.",The Voyage Out,Virginia Woolf,1915,VW_077,surprise,17
"“And I’m sure she has a hard life,” sighed Mrs. Elliot.",The Voyage Out,Virginia Woolf,1915,VW_078,sadness,11
"And I have heard young women talk quite openly of—” “Dreadful, dreadful!”",The Voyage Out,Virginia Woolf,1915,VW_079,fear,12
"It’s so disconcerting to find girls just beginning doing
better than one does oneself!",The Voyage Out,Virginia Woolf,1915,VW_079,sadness,14
"“My mother had two miscarriages, I know,” she said suddenly.",The Voyage Out,Virginia Woolf,1915,VW_079,surprise,10
"Mrs. Paley, although well over seventy and crippled in the legs,
enjoyed her food and the peculiarities of her fellow-beings.",The Voyage Out,Virginia Woolf,1915,VW_080,joy,20
"she chuckled, surveying a tall
woman dressed conspicuously in white, with paint in the hollows of her
cheeks, who was always late, and always attended by a shabby female
follower, at which remark Susan blushed, and wondered why her aunt said
such things.",The Voyage Out,Virginia Woolf,1915,VW_080,joy,43
"“A little silver goes a long way in this country,” she chuckled.",The Voyage Out,Virginia Woolf,1915,VW_081,joy,12
"“It’s so nice to find a young man who doesn’t despise tea,” said Mrs.
Paley, regaining her good humour.",The Voyage Out,Virginia Woolf,1915,VW_081,joy,19
"Mr. Hewet and Mr. Hirst
brought chairs, and tea began again, Susan pouring cascades of water
from pot to pot, always cheerfully, and with the competence of long
use.",The Voyage Out,Virginia Woolf,1915,VW_082,joy,29
"“I believe in foreign travel myself,” she stated, “if one knows one’s
native land, which I think I can honestly say I do.",The Voyage Out,Virginia Woolf,1915,VW_083,joy,23
"She’s either very ugly, appallingly uncomfortable,
or absolutely terrifying.",The Voyage Out,Virginia Woolf,1915,VW_083,fear,9
"Her judgment was correct, and when she
shut the door Rachel entered an enchanted place, where the poets sang
and things fell into their right proportions.",The Voyage Out,Virginia Woolf,1915,VW_084,joy,26
"She acted them for days at a
time, greatly to Helen’s amusement; and then it would be Meredith’s
turn and she became Diana of the Crossways.",The Voyage Out,Virginia Woolf,1915,VW_084,joy,26
"But Helen was aware that it
was not all acting, and that some sort of change was taking place in
the human being.",The Voyage Out,Virginia Woolf,1915,VW_084,surprise,23
"She
was overcome with awe that things should exist at all. . . .",The Voyage Out,Virginia Woolf,1915,VW_086,surprise,14
"The utter absurdity of a woman coming into a room with a piece of paper
in her hand amazed Rachel.",The Voyage Out,Virginia Woolf,1915,VW_086,surprise,20
"It would give me great pleasure if you and Miss Vinrace
would consent to be of the party.—Yours sincerely, TERENCE HEWET Rachel read the words aloud to make herself believe in them.",The Voyage Out,Virginia Woolf,1915,VW_086,joy,32
"“We must go,” she said, rather surprising Helen by her decision.",The Voyage Out,Virginia Woolf,1915,VW_086,surprise,11
"I hate it,” she said.",The Voyage Out,Virginia Woolf,1915,VW_088,anger,5
"“I like that,” said Evelyn.",The Voyage Out,Virginia Woolf,1915,VW_088,joy,5
"“I was taking it for granted,” Helen laughed, for in the confusion of
meeting they had not been introduced.",The Voyage Out,Virginia Woolf,1915,VW_089,joy,19
Rachel caught his eye and smiled too.,The Voyage Out,Virginia Woolf,1915,VW_090,joy,7
"“I wonder what happens to the horses,” said Susan.",The Voyage Out,Virginia Woolf,1915,VW_091,surprise,9
She was laughing at Miss Allan.,The Voyage Out,Virginia Woolf,1915,VW_093,joy,6
"Her eyes were fixed rather sadly but not intently upon
the row of people opposite her.",The Voyage Out,Virginia Woolf,1915,VW_093,sadness,16
"I’d
love to start life from the very beginning as it ought to be—nothing
squalid—but great halls and gardens and splendid men and women.",The Voyage Out,Virginia Woolf,1915,VW_094,joy,24
"Even while they had been saying commonplace things Susan had been
conscious of the excitement of intimacy, which seemed not only to lay
bare something in her, but in the trees and the sky, and the progress
of his speech which seemed inevitable was positively painful to her,
for no human being had ever come so close to her before.",The Voyage Out,Virginia Woolf,1915,VW_095,sadness,60
"Now and then her amazing good fortune overcame
her, and she turned to Arthur with an exclamation of love.",The Voyage Out,Virginia Woolf,1915,VW_096,joy,19
“You look very comfortable!” said Helen’s voice above them.,The Voyage Out,Virginia Woolf,1915,VW_098,joy,9
"I assure you,” he said to Helen, “he’s capable of
being moved by either.”",The Voyage Out,Virginia Woolf,1915,VW_098,joy,14
"“That’s all very interesting,” said Helen after a pause.",The Voyage Out,Virginia Woolf,1915,VW_099,joy,9
"“I believe—I believe,” Rachel stammered, “I believe there are things we
don’t know about, and the world might change in a minute and anything
appear.”",The Voyage Out,Virginia Woolf,1915,VW_100,joy,25
At this Helen laughed outright.,The Voyage Out,Virginia Woolf,1915,VW_100,joy,5
"Again Helen laughed at her, benignantly strewing her with handfuls of
the long tasselled grass, for she was so brave and so foolish.",The Voyage Out,Virginia Woolf,1915,VW_100,joy,23
"“I’m happy, I’m happy, I’m happy,” she repeated.",The Voyage Out,Virginia Woolf,1915,VW_103,joy,8
"“Yes, but curtains inspire confidence,” Miss Allan decided.",The Voyage Out,Virginia Woolf,1915,VW_104,joy,8
"“We are suffering the tortures of the damned,” said Helen.",The Voyage Out,Virginia Woolf,1915,VW_105,sadness,10
"“It was practically true,” she replied.",The Voyage Out,Virginia Woolf,1915,VW_106,joy,6
"“Yes, I have,” she answered.",The Voyage Out,Virginia Woolf,1915,VW_106,joy,5
"Her eyes swam with tears
of rage.",The Voyage Out,Virginia Woolf,1915,VW_107,sadness,7
"She stood still, looking at them,
shivering slightly with anger and excitement.",The Voyage Out,Virginia Woolf,1915,VW_107,joy,12
"She did not know exactly
why she had been made so angry.",The Voyage Out,Virginia Woolf,1915,VW_107,anger,12
"And really, Miss Vinrace, he was doing his best;
he was paying you a compliment—he was trying—he was trying—” he could
not finish for the laughter that overcame him.",The Voyage Out,Virginia Woolf,1915,VW_108,joy,29
Rachel veered round suddenly and laughed out too.,The Voyage Out,Virginia Woolf,1915,VW_108,joy,8
"“It’s his way of making friends, I suppose,” she laughed.",The Voyage Out,Virginia Woolf,1915,VW_108,joy,10
"“Miss Warrington _does_ look happy,” said Mrs. Elliot; they both
smiled; they both sighed.",The Voyage Out,Virginia Woolf,1915,VW_109,joy,14
"You love it
too, Miss Vinrace?”",The Voyage Out,Virginia Woolf,1915,VW_109,joy,6
"How I used to beg my mother to let me
stay—and now I sympathise with the poor mothers—but I sympathise with
the daughters too!”",The Voyage Out,Virginia Woolf,1915,VW_109,joy,24
"she said, smiling and breathing fast.",The Voyage Out,Virginia Woolf,1915,VW_110,joy,6
"“I _am_ enjoying myself,” she panted.",The Voyage Out,Virginia Woolf,1915,VW_110,joy,6
"He piloted Helen to a corner which was supplied with two
arm-chairs, and thus enjoyed the advantage of semi-privacy.",The Voyage Out,Virginia Woolf,1915,VW_110,joy,19
St. John could not join in Helen’s laughter.,The Voyage Out,Virginia Woolf,1915,VW_111,joy,8
She leant back in her chair and looked laughingly at the young man.,The Voyage Out,Virginia Woolf,1915,VW_111,joy,13
"I think, for example, that
there’s something to be said for my mother, though she is in many ways
so deplorable. . . .",The Voyage Out,Virginia Woolf,1915,VW_112,sadness,24
"She was flushed and looked very happy, and Helen was struck by the fact
that in this mood she was certainly more attractive than the generality
of young women.",The Voyage Out,Virginia Woolf,1915,VW_113,joy,29
